X,Y,Pressure,Time
207.381511886959,281.567558824427,0.218315,0
207.381511886959,281.567558824427,0.2588523,1
207.381511886959,281.567558824427,0.2683761,16
207.381511886959,281.567558824427,0.2720391,16
207.381511886959,281.567558824427,0.2720391,16
207.381511886959,281.567558824427,0.2720391,16
207.381511886959,281.567558824427,0.2683761,17
207.381511886959,281.567558824427,0.2720391,17
207.381511886959,281.567558824427,0.2566545,31
207.381511886959,281.567558824427,0.2566545,31
207.381511886959,281.567558824427,0.2588523,31
207.381511886959,281.567558824427,0.2588523,31
209.537827692496,281.567558824427,0.2730159,31
207.381511886959,281.567558824427,0.2566545,47
207.381511886959,281.567558824427,0.2566545,47
209.537827692496,281.567558824427,0.2730159,47
210.944120609149,281.488454847865,0.2920635,63
210.944120609149,281.488454847865,0.2920635,63
213.147312845241,280.486471144749,0.3211233,63
213.147312845241,280.486471144749,0.3211233,64
217.506820886868,277.585992004151,0.362149,78
217.506820886868,277.585992004151,0.362149,78
224.866420484024,271.494985808893,0.4029304,78
235.88238166448,261.844300668355,0.4361416,78
248.820276497696,250.189648121586,0.4652015,78
224.866420484024,271.494985808893,0.4029304,94
235.88238166448,261.844300668355,0.4361416,94
248.820276497696,250.189648121586,0.4652015,94
262.695699942015,237.374803918577,0.4908425,110
276.336741233558,225.087319559313,0.5086691,110
288.430860316782,214.012762840663,0.5181929,110
300.478102969451,202.911838129826,0.5181929,125
300.478102969451,202.911838129826,0.5181929,125
311.775322733238,192.364641254921,0.5199023,125
322.697531052583,182.081124301889,0.5203907,125
332.916592913602,172.5359111301,0.5203907,125
311.775322733238,192.364641254921,0.5199023,141
322.697531052583,182.081124301889,0.5203907,141
332.916592913602,172.5359111301,0.5203907,141
342.010620441298,164.625513473922,0.5206349,156
348.760826441237,158.877291177099,0.5208791,172
353.214087343974,155.423084200568,0.527961,172
355.745414593951,153.788268684957,0.543834,172
357.057954649495,152.970860927152,0.5619048,188
358.276741843928,152.443501083407,0.5709402,203
359.167394024476,152.153453169347,0.5714286,203
360.011169774468,152.153453169347,0.5714286,203
360.47993408002,152.258925138096,0.5672772,219
360.47993408002,152.258925138096,0.5672772,219
360.714316232795,154.974828333384,0.560928,219
360.714316232795,154.974828333384,0.560928,220
360.714316232795,160.881258583331,0.560928,234
358.089236121708,171.797607348857,0.5724054,235
335.119785149693,233.472341074862,0.615873,250
341.401226844081,218.653529465621,0.6119658,250
347.963927121799,202.094430372021,0.6065934,250
353.823480941191,185.904483169042,0.5919414,250
353.823480941191,185.904483169042,0.5919414,250
335.119785149693,233.472341074862,0.615873,266
341.401226844081,218.653529465621,0.6119658,266
347.963927121799,202.094430372021,0.6065934,266
328.978972746971,247.55284890286,0.615873,281
323.11941892758,260.288589129307,0.6166056,282
318.056764427625,271.125833918271,0.6166056,297
313.697256385998,280.038215277566,0.6153846,298
307.931455427717,292.114755699332,0.6153846,313
310.275276955473,287.131205175939,0.6153846,313
310.275276955473,287.131205175939,0.6153846,313
307.931455427717,292.114755699332,0.6153846,314
306.009521774957,297.23014618366,0.6156288,328
306.618915372173,295.410754722739,0.6156288,328
306.618915372173,295.410754722739,0.6156288,328
306.009521774957,297.23014618366,0.6156288,329
305.915768913846,298.232129886776,0.6156288,344
305.915768913846,298.232129886776,0.6156288,344
305.915768913846,298.759489730522,0.6129426,344
305.915768913846,298.759489730522,0.6129426,345
306.243903927732,298.944065675832,0.6126984,359
306.243903927732,298.944065675832,0.6126984,359
308.86898403882,298.311233863338,0.607326,359
316.041077913755,293.037635425886,0.607326,359
308.86898403882,298.311233863338,0.607326,360
316.041077913755,293.037635425886,0.607326,360
329.682119205298,281.303878902554,0.6124542,375
329.682119205298,281.303878902554,0.6124542,375
348.385814996796,264.744779808954,0.6156288,375
371.402142399365,244.098641926328,0.6185592,375
348.385814996796,264.744779808954,0.6156288,391
371.402142399365,244.098641926328,0.6185592,391
395.871639149144,221.923160496841,0.6185592,406
395.871639149144,221.923160496841,0.6185592,406
419.2161015656,201.646174504837,0.617094,406
419.2161015656,201.646174504837,0.617094,407
441.623035370952,182.713956114383,0.6068376,422
461.873653370769,166.524008911405,0.6029304,423
479.030426953948,153.709164708396,0.6002442,423
493.093356120487,144.348527481918,0.6002442,438
504.296823023164,137.888369396039,0.5985348,453
512.875209814753,133.695858638264,0.5982906,453
518.922269356365,131.322739341411,0.5982906,453
523.000518814661,130.162547685171,0.5980464,469
523.000518814661,130.162547685171,0.5980464,469
525.531846064638,129.793395794549,0.5978022,469
525.531846064638,129.793395794549,0.5978022,470
527.031891842402,129.793395794549,0.5958486,484
527.031891842402,129.793395794549,0.5958486,484
528.438184759056,130.320755638295,0.5929182,484
528.438184759056,130.320755638295,0.5929182,485
523.891170995209,150.96689352092,0.5863248,500
529.141331217383,139.154033021027,0.584127,500
529.375713370159,132.957554857021,0.584127,500
529.375713370159,132.957554857021,0.584127,500
523.891170995209,150.96689352092,0.5863248,501
529.141331217383,139.154033021027,0.584127,501
471.436445204016,230.650965910825,0.6258852,516
487.233802301096,209.187420270394,0.621978,516
502.468642231513,187.354722739341,0.6131868,516
514.984649189734,167.446888637959,0.6,516
514.984649189734,167.446888637959,0.6,516
471.436445204016,230.650965910825,0.6258852,531
487.233802301096,209.187420270394,0.621978,531
502.468642231513,187.354722739341,0.6131868,531
408.575151829585,309.965886410108,0.6336997,547
422.825586718345,292.114755699332,0.6334555,547
438.388561662648,272.760649433882,0.6317461,547
454.889065218055,252.009039582507,0.6280831,547
454.889065218055,252.009039582507,0.6280831,547
408.575151829585,309.965886410108,0.6336997,563
422.825586718345,292.114755699332,0.6334555,563
438.388561662648,272.760649433882,0.6317461,563
396.246650593585,326.129465620899,0.6336997,578
371.589648121586,366.894381542405,0.6468865,594
377.355449079867,354.870577105014,0.6424909,594
385.746330149236,341.159221167638,0.6371185,594
367.652027954955,385.984807885983,0.6498169,609
368.261421552171,377.257002471999,0.6498169,609
368.261421552171,377.257002471999,0.6498169,609
367.652027954955,385.984807885983,0.6498169,610
368.964568010498,393.446949674978,0.6493285,625
373.839716788232,400.091683706168,0.6385837,626
381.902462843715,405.813538010804,0.6334555,641
381.902462843715,405.813538010804,0.6334555,641
393.621570482498,410.006048768578,0.6241758,641
393.621570482498,410.006048768578,0.6241758,642
409.184545426801,411.825440229499,0.6126984,656
409.184545426801,411.825440229499,0.6126984,656
428.591387676626,411.535392315439,0.5948718,656
428.591387676626,411.535392315439,0.5948718,657
451.232703634755,407.632929471725,0.569475,672
451.232703634755,407.632929471725,0.569475,672
475.280312509537,400.988195440535,0.4989011,672
475.280312509537,400.988195440535,0.4989011,673
493.984008301035,395.081765190588,0.3643468,688
493.984008301035,395.081765190588,0.3643468,688
509.265724662008,389.175334940642,0.1538462,688
509.265724662008,389.175334940642,0.1538462,689
509.2,389.4,0.5,690
509.265724662008,389.175334940642,0,690
