X,Y,Pressure,Time
452.029602954192,173.907046723838,0.2356532,0
446.873195593127,176.992101809748,0.3623932,16
452.029602954192,173.907046723838,0.3304029,16
452.029602954192,173.907046723838,0.352381,16
446.07629627369,177.809509567553,0.3799756,31
446.07629627369,177.809509567553,0.3799756,31
446.07629627369,178.073189489425,0.4117216,31
449.310769981994,178.073189489425,0.4319902,31
457.092257454146,176.174694051943,0.4735043,31
446.07629627369,178.073189489425,0.4117216,47
449.310769981994,178.073189489425,0.4319902,47
457.092257454146,176.174694051943,0.4735043,47
470.217658009583,171.613031403546,0.5333334,62
470.217658009583,171.613031403546,0.5333334,62
486.90566728721,165.337449262978,0.5875458,62
486.90566728721,165.337449262978,0.5875458,78
506.031250953703,157.796203497421,0.6278389,80
526.00061037019,149.516653950621,0.6539683,94
526.00061037019,149.516653950621,0.6539683,94
545.407452620014,141.606256294443,0.6747253,94
565.517441328166,133.247602771081,0.7025641,94
545.407452620014,141.606256294443,0.6747253,95
565.517441328166,133.247602771081,0.7025641,95
585.721182897427,124.78347727897,0.7250305,109
585.721182897427,124.78347727897,0.7250305,109
605.221778008362,116.50392773217,0.7374848,109
605.221778008362,116.50392773217,0.7374848,110
623.831720938749,108.40895413068,0.7443224,125
623.831720938749,108.40895413068,0.7443224,125
640.800988799707,100.946812341685,0.7484738,125
655.754570146794,94.4075502792444,0.748718,125
668.176824243904,88.9493758964812,0.7489622,125
640.800988799707,100.946812341685,0.7484738,141
655.754570146794,94.4075502792444,0.748718,141
668.176824243904,88.9493758964812,0.7489622,141
677.083346049379,85.2314889980773,0.7489622,156
677.083346049379,85.2314889980773,0.7489622,156
682.84914700766,82.9374736777856,0.7489622,156
682.84914700766,82.9374736777856,0.7489622,157
685.896114993744,81.8563859981078,0.748718,172
687.114902188177,81.4872341074862,0.7465202,173
687.583666493728,81.4081301309244,0.736508,173
680.317819757683,86.6817285683767,0.7177045,187
685.989867854854,82.673793755913,0.7177045,187
687.583666493728,81.4081301309244,0.7211233,187
687.583666493728,81.4081301309244,0.7211233,187
680.317819757683,86.6817285683767,0.7177045,203
685.989867854854,82.673793755913,0.7177045,203
658.379650257881,102.05426801355,0.7211233,219
670.708151493881,93.5110385448775,0.7211233,219
670.708151493881,93.5110385448775,0.7211233,219
658.379650257881,102.05426801355,0.7211233,220
615.956480605487,131.955571153905,0.7208791,234
629.785027619251,122.067574083682,0.7211233,234
644.269844660787,111.968633075961,0.7211233,234
644.269844660787,111.968633075961,0.7211233,234
615.956480605487,131.955571153905,0.7208791,235
629.785027619251,122.067574083682,0.7211233,235
573.298928800317,163.438953825495,0.7367522,250
587.783745841853,152.70718100528,0.7264957,250
601.799798577837,142.239088106937,0.7208791,250
601.799798577837,142.239088106937,0.7208791,250
573.298928800317,163.438953825495,0.7367522,266
587.783745841853,152.70718100528,0.7264957,266
544.00115970336,185.271651356548,0.7545788,281
558.579729606006,174.355302591021,0.7479854,281
558.579729606006,174.355302591021,0.7479854,281
544.00115970336,185.271651356548,0.7545788,282
509.734488967559,212.720731223487,0.7582418,297
518.734763634144,204.810333567309,0.7582418,297
530.360118411817,195.528800317392,0.7562882,297
530.360118411817,195.528800317392,0.7562882,297
509.734488967559,212.720731223487,0.7582418,298
518.734763634144,204.810333567309,0.7582418,298
500.640461439863,222.107736442152,0.7626374,312
503.874935148167,218.46895352031,0.7601954,312
503.874935148167,218.46895352031,0.7601954,312
500.640461439863,222.107736442152,0.7626374,313
499.562303537095,224.085335856197,0.764591,328
499.562303537095,224.085335856197,0.764591,328
499.562303537095,224.82363963744,0.764591,328
499.562303537095,224.82363963744,0.764591,329
502.281136509293,224.82363963744,0.7579976,344
502.281136509293,224.82363963744,0.7579976,344
509.968871120334,223.004248176519,0.7553114,344
524.078676717429,217.097817926572,0.7553114,344
509.968871120334,223.004248176519,0.7553114,345
524.078676717429,217.097817926572,0.7553114,345
542.782372508927,208.26454054384,0.7601954,359
542.782372508927,208.26454054384,0.7601954,359
564.626789147618,196.89993591113,0.7631258,359
587.268105105747,184.638819544053,0.7631258,359
564.626789147618,196.89993591113,0.7631258,375
587.268105105747,184.638819544053,0.7631258,375
609.206274605548,172.430439161351,0.76337,391
609.206274605548,172.430439161351,0.76337,391
631.706961272011,159.984746848964,0.7653236,391
631.706961272011,159.984746848964,0.7653236,392
654.770165105136,147.618158513138,0.7672772,406
654.770165105136,147.618158513138,0.7672772,406
677.692739646596,135.436146122623,0.7675214,406
699.724662007508,123.966069521165,0.7728938,406
677.692739646596,135.436146122623,0.7675214,407
699.724662007508,123.966069521165,0.7728938,407
720.350291451766,113.788024536882,0.781685,422
720.350291451766,113.788024536882,0.781685,422
738.632099368267,105.323899044771,0.7868132,422
738.632099368267,105.323899044771,0.7868132,423
753.491927854244,99.311996826075,0.7904762,437
753.491927854244,99.311996826075,0.7904762,437
763.570360423597,95.778685872982,0.796337,437
763.570360423597,95.778685872982,0.796337,438
769.570543534654,94.1438703573718,0.8009768,453
769.570543534654,94.1438703573718,0.8009768,453
771.961241492965,94.1438703573718,0.8009768,453
771.961241492965,94.1438703573718,0.8009768,454
765.914181951354,101.236860255745,0.7990232,469
771.773735770745,95.4095339823603,0.7997558,469
771.773735770745,95.4095339823603,0.7997558,469
765.914181951354,101.236860255745,0.7990232,470
751.991882076479,112.416888943144,0.7990232,484
731.460005493332,127.051124607074,0.804884,485
629.691274758141,191.441761528367,0.808547,500
651.910702841273,176.807525864437,0.8046398,500
677.317728202155,161.355882442701,0.8046398,500
705.302957243568,144.243055513169,0.804884,500
705.302957243568,144.243055513169,0.804884,500
629.691274758141,191.441761528367,0.808547,516
651.910702841273,176.807525864437,0.8046398,516
677.317728202155,161.355882442701,0.8046398,516
601.0028992584,214.645594653157,0.8351648,531
612.440748313852,204.282973723563,0.8151404,531
612.440748313852,204.282973723563,0.8151404,531
601.0028992584,214.645594653157,0.8351648,532
593.830805383465,226.010199285867,0.8803419,547
595.237098300119,221.633112582781,0.8612943,547
595.237098300119,221.633112582781,0.8612943,547
593.830805383465,226.010199285867,0.8803419,548
596.455885494552,229.385302285836,0.8857143,562
596.455885494552,229.385302285836,0.8857143,562
606.440565202795,231.283797723319,0.8859585,562
606.440565202795,231.283797723319,0.8859585,563
621.628528702658,231.652949613941,0.8859585,578
621.628528702658,231.652949613941,0.8859585,578
641.92602313303,230.650965910825,0.8908425,578
641.92602313303,230.650965910825,0.8908425,579
665.176732688376,225.561943418683,0.8908425,594
665.176732688376,225.561943418683,0.8908425,594
688.521195104831,217.915225684378,0.8862027,594
712.475051118503,208.26454054384,0.8525031,594
688.521195104831,217.915225684378,0.8862027,595
712.475051118503,208.26454054384,0.8525031,595
736.616412854396,197.348191778314,0.776801,609
736.616412854396,197.348191778314,0.776801,609
760.664021729179,185.640803247169,0.6341881,609
778.336436048463,176.702053895688,0.4757021,609
792.399365215003,169.529960020753,0.2874237,609
760.664021729179,185.640803247169,0.6341881,625
778.336436048463,176.702053895688,0.4757021,625
792.399365215003,169.529960020753,0.2874237,625
792.399365215003,169.529960020753,0,626
792.4,169.4,0.5,626
